RPS House Price Index © Copyright 2019 - All Rights Reserved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Calgary_AB_Index,Calgary_AB_Value,Calgary_AB_YoY,Edmonton_AB_Index,Edmonton_AB_Value,Edmonton_AB_YoY,Halifax_NS_Index,Halifax_NS_Value,Halifax_NS_YoY,Hamilton_ON_Index,Hamilton_ON_Value,Hamilton_ON_YoY,Montreal_QC_Index,Montreal_QC_Value,Montreal_QC_YoY,Ottawa_Gatineau_ON_Index,Ottawa_Gatineau_ON_Value,Ottawa_Gatineau_ON_YoY,Québec_QC_Index,Québec_QC_Value,Québec_QC_YoY,Regina_SK_Index,Regina_SK_Value,Regina_SK_YoY,Saskatoon_SK_Index,Saskatoon_SK_Value,Saskatoon_SK_YoY,Toronto_ON_Index,Toronto_ON_Value,Toronto_ON_YoY,Vancouver_BC_Index,Vancouver_BC_Value,Vancouver_BC_YoY,Victoria_BC_Index,Victoria_BC_Value,Victoria_BC_YoY,Winnipeg_MB_Index,Winnipeg_MB_Value,Winnipeg_MB_YoY
201612,188.3,488710,-0.002506,192.5,404960,-0.003279,155.5,308310,0.033727,217.1,460550,0.198368,166,380350,0.051756,159.9,404620,0.061775,179.4,293670,0.011337,241.7,329970,0.006069,223.9,371970,-0.006582,235.2,800790,0.210725,255.8,1033160,0.096757,187.6,697810,0.190404,209.5,296400,0.038742
201701,188.8,490010,0.004307,192.2,404380,-0.003325,155.4,308070,0.031812,220.5,467580,0.213213,166.2,380740,0.051621,159.8,404380,0.058083,178.6,292290,0.006574,241.1,329110,0.008765,223.4,371130,-0.009569,238.9,813240,0.220415,254.1,1026360,0.061601,189.4,704680,0.189963,209.2,296030,0.038799
201702,189.8,492640,0.014791,191.8,403650,-0.003001,155.9,308920,0.031333,224.8,476710,0.227822,166.4,381090,0.052266,160,404740,0.053285,177.8,291000,0.00221,240.8,328710,0.010016,222.8,370140,-0.012111,243.4,828540,0.2293,254,1026060,0.03107,191.4,711950,0.187154,209.2,296070,0.037079
201703,190.8,495150,0.024895,191.9,403780,-0.000532,157.1,311410,0.037545,230.4,488570,0.240467,166.5,381480,0.051449,160.5,406040,0.05017,177.5,290520,0.000242,240.8,328640,0.008134,222.4,369540,-0.013446,249.3,848760,0.239188,256.3,1035210,0.007787,193.6,720050,0.182982,210.2,297490,0.036352
201704,191.7,497630,0.033173,192.4,404840,0.00282,159,315090,0.048157,236.3,501220,0.247449,167,382610,0.051108,161.3,408130,0.046809,177.6,290750,-0.002099,240.5,328270,0.001366,222,368810,-0.014541,255.9,871260,0.246983,259.9,1049970,-0.004804,196.1,729420,0.175892,212.2,300250,0.038263
201705,192.8,500480,0.038539,192.9,405910,0.004499,160.8,318710,0.055629,241.7,512660,0.246739,167.8,384320,0.049976,162.5,411210,0.045025,178,291310,-0.004164,240.3,328080,-0.006345,221.8,368550,-0.01535,261,888390,0.244629,264.9,1069940,-0.006374,198.5,738300,0.165004,214.2,303070,0.04039
201706,193.8,502940,0.040803,193.3,406740,0.004479,162,321080,0.055419,245.7,521110,0.236783,168.8,386740,0.049635,163.5,413720,0.041281,178.2,291630,-0.007178,240.1,327750,-0.015946,221.7,368430,-0.015703,263.1,895750,0.229159,269.8,1089570,-0.000752,200.7,746730,0.154471,215.7,305300,0.040963
201707,194.4,504580,0.040079,193.6,407330,0.004673,162.4,321890,0.049534,247.7,525430,0.219705,169.9,389230,0.048336,164.3,415690,0.037394,178.3,291870,-0.009256,240.1,327690,-0.02361,221.8,368530,-0.016024,262.4,893180,0.202469,273.7,1105500,0.010769,202.6,753560,0.143457,216.3,306060,0.037917
201708,194.4,504530,0.037016,193.7,407600,0.004342,162.4,321880,0.043144,247.5,524960,0.197318,171,391690,0.047578,164.7,416640,0.032933,178.7,292480,-0.008813,240,327680,-0.027008,221.8,368510,-0.01608,259.4,883100,0.170197,276.1,1115050,0.026103,203.9,758630,0.133366,216.1,305860,0.034172
201709,194.2,504030,0.034421,193.5,407040,0.003425,162,321080,0.037874,245.5,520720,0.171682,171.9,393740,0.046097,164.9,417160,0.030544,179,292960,-0.008859,240.6,328430,-0.023138,221.7,368350,-0.015335,255.7,870500,0.137296,277.5,1120870,0.045087,204.5,760810,0.121544,215.8,305340,0.029857
201710,193.9,503340,0.032063,192.9,405870,0.000722,161.2,319590,0.032835,242.8,514910,0.145461,172.8,395710,0.046215,164.9,417320,0.029839,179,292990,-0.00857,240.7,328520,-0.016633,221.5,367990,-0.015224,252.4,859220,0.106559,278.7,1125650,0.065776,204.7,761390,0.112704,215.2,304580,0.026508
201711,193.7,502760,0.030342,192.4,404770,-0.001386,160.2,317590,0.027891,240.6,510210,0.121651,173.6,397570,0.047316,165.1,417830,0.031845,178.5,292140,-0.008345,240.1,327710,-0.012567,220.6,366610,-0.016864,250.2,851720,0.080475,279.6,1129410,0.08276,204.6,761180,0.101756,214.2,303050,0.020611
201712,193.3,501680,0.026546,192.2,404450,-0.001246,159.6,316440,0.026371,239,506810,0.100454,174.1,398860,0.048659,165.7,419220,0.03609,178.3,291880,-0.006092,239,326200,-0.011406,220.2,365940,-0.016202,248.6,846410,0.056972,280,1131100,0.094794,205.1,763090,0.09355,212.9,301280,0.016462
201801,192.8,500410,0.021238,192.2,404430,0.000111,159.7,316610,0.027732,239.1,507210,0.084747,174.2,399040,0.048071,166.5,421190,0.041569,178.4,292040,-0.00084,238.6,325740,-0.010243,220.1,365800,-0.014356,247.7,843250,0.036898,280.5,1132890,0.103793,206.3,767440,0.089071,212,299990,0.013382
201802,192.9,500600,0.016152,192.4,404710,0.002626,160.1,317260,0.026996,240.5,510040,0.069925,174,398500,0.045675,167.5,423730,0.046924,178.6,292320,0.00454,238.9,326170,-0.00773,220.6,366600,-0.009546,247.1,841350,0.015457,281,1135110,0.106281,208.1,774250,0.087515,212.2,300340,0.014417
201803,193.8,502920,0.015691,192.5,405060,0.003183,160.5,318050,0.021347,243.2,515880,0.055884,174.1,398770,0.045316,168.3,425880,0.048855,178.5,292160,0.005658,239.6,327060,-0.004804,220.8,366950,-0.007008,247.4,842400,-0.007494,281.3,1136250,0.097607,210.3,782400,0.086592,213.3,301810,0.014501
201804,194.9,505740,0.016286,192.7,405540,0.001744,160.7,318510,0.010854,245.9,521590,0.040645,174.7,400210,0.045993,169.2,428140,0.049034,178.7,292420,0.005757,239.9,327460,-0.002458,220.9,367090,-0.004648,248.3,845190,-0.029923,281.1,1135520,0.081477,212.5,790510,0.083741,214.7,303880,0.012076
201805,195.3,506940,0.012897,192.9,405890,-0.000051,161.7,320480,0.005551,248.8,527590,0.029135,175.8,402580,0.047505,170.2,430640,0.047265,179.2,293330,0.00696,240.3,328020,-0.000159,220.8,366830,-0.004667,249.3,848830,-0.044529,281,1135090,0.060889,214.5,797980,0.08084,216.5,306390,0.010926
201806,195.3,506750,0.007577,193,406160,-0.001419,162.9,322960,0.005851,251.3,533090,0.022983,177,405470,0.048424,171.2,433280,0.047271,180.1,294710,0.010534,240.5,328350,0.001814,220.7,366780,-0.004473,250.1,851520,-0.049373,280.9,1134410,0.041155,216.1,804090,0.07681,218.1,308560,0.010682
201807,194.7,505360,0.001557,193.1,406280,-0.002597,163.8,324680,0.008672,252.9,536440,0.020953,178.3,408340,0.049072,172,435200,0.046948,180.9,296110,0.014518,239.8,327280,-0.001253,220,365550,-0.008067,250.5,852700,-0.045316,280,1130800,0.022887,216.9,806970,0.070877,219,309830,0.012313
201808,194.2,503940,-0.001171,192.8,405610,-0.004889,163.7,324490,0.008108,253.6,537820,0.024488,179.4,410940,0.049161,172.4,436300,0.047189,181.7,297330,0.016578,237.9,324730,-0.009,219.5,364660,-0.010459,250.1,851480,-0.035797,277.7,1121560,0.005833,216.7,806200,0.062696,218.9,309700,0.012553
201809,193.5,502200,-0.003625,192,404060,-0.007332,163,323090,0.006264,253.1,536800,0.030867,180.5,413420,0.049972,172.4,436160,0.045546,182.3,298370,0.018449,235.7,321780,-0.020248,218.8,363550,-0.013056,249.3,848680,-0.025066,274.5,1108650,-0.010904,215.8,802650,0.054999,218,308500,0.010347
201810,192.7,500150,-0.006341,191.1,402010,-0.009528,162.3,321790,0.006892,251.9,534170,0.037419,181.5,415810,0.050773,172.4,436190,0.045222,182.7,298970,0.020432,234.4,319970,-0.026014,218.6,363220,-0.012965,248.6,846240,-0.01511,271.3,1095910,-0.026416,214.6,798370,0.04857,217,307080,0.008217
201811,192,498340,-0.008776,190.1,400030,-0.011699,162.3,321660,0.012799,250.1,530450,0.039668,182.6,418200,0.051891,172.5,436410,0.044476,182.7,299050,0.023664,233.5,318710,-0.027465,218.7,363450,-0.008606,248.4,845600,-0.007183,268.8,1085730,-0.038671,213.7,795060,0.044503,216.1,305860,0.009268
201812,191.2,496290,-0.010745,189.1,397910,-0.016187,162.6,322290,0.018501,248.7,527550,0.040916,183.5,420350,0.053883,172.8,437300,0.043121,182.6,298930,0.024156,233.4,318590,-0.023339,218.8,363560,-0.006507,248.6,846250,-0.000189,266.6,1077030,-0.047806,212.6,790780,0.036285,215.6,305050,0.012511
201901,190.6,494770,-0.01128,188.2,396080,-0.020647,163.1,323210,0.020839,247.9,525820,0.036701,184.2,422020,0.0576,173.5,439070,0.04246,182.4,298510,0.022164,233,318000,-0.023773,218.2,362570,-0.008832,248.9,847230,0.004717,264.1,1066670,-0.058459,211.1,785450,0.023467,215.3,304710,0.015738
201902,190,493060,-0.015066,187.3,394170,-0.026033,163.5,323990,0.021221,247.9,525830,0.030962,184.7,423080,0.061685,174.7,442110,0.043376,182.1,298060,0.01964,232.7,317660,-0.026083,216.5,359810,-0.018539,249.3,848770,0.008826,261.3,1055280,-0.070324,210.1,781630,0.009532,215.5,304930,0.015291
201903,189.4,491490,-0.022736,186.6,392610,-0.030741,163.5,324110,0.019035,248.5,527010,0.02158,185.3,424440,0.064374,176.2,445910,0.047033,181.9,297710,0.01899,232.3,317040,-0.030643,214.6,356520,-0.02843,250.2,851840,0.01121,259.1,1046410,-0.079065,209.5,779440,-0.003782,215.9,305560,0.012425
201904,189,490540,-0.030038,185.9,391220,-0.035311,163.9,324860,0.019945,250,530330,0.016747,186,426160,0.064857,177.5,449200,0.049191,182,297900,0.018735,231.4,315920,-0.035244,213.4,354530,-0.034226,251.4,855780,0.012531,257.6,1040510,-0.08367,209.5,779440,-0.014,216.6,306560,0.008826
201905,189.1,490740,-0.03196,185.8,391000,-0.036689,163.7,324540,0.012671,251.7,533800,0.011763,186.8,427840,0.06275,178.7,452130,0.049903,182.1,298070,0.016138,231.3,315680,-0.037632,213.2,354210,-0.034413,252.7,860220,0.01342,257.1,1038660,-0.084954,209.7,780260,-0.022211,217.7,308100,0.005585
201906,189.5,491920,-0.02928,186.1,391500,-0.036107,163.5,324010,0.00324,253.2,536930,0.007202,187.4,429150,0.058404,179.5,454270,0.048452,182.2,298210,0.011898,231.6,316110,-0.037269,213.4,354510,-0.033447,253.9,864350,0.015066,256.9,1037690,-0.085259,210.2,781960,-0.027512,218.7,309540,0.003172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disclaimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All rights reserved. Any reproduction or distribution with respect to the content of the Brookfield RPS House Price Index is prohibited.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The information provided herein is for informational purposes on matters of general interest, and is not intended to provide the basis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"for investment, financial, real estate, tax or other professional advice or services. The information is derived from sources believed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"reliable; however, no warranties or representations are being made with respect to the information, and Brookfield Real Property Solutions Inc.,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"along with its parent companies, subsidiaries and affiliates, disclaims all liability with respect to the accuracy of the information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The information is not a substitute for the advice of a qualified professional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
